Variable,Type,NumUniqueValues,Variable_Type,Num Unique Values,Non Missing,Missing_N,Missing_P,Above 0,Positive Above 0,Negative Above 0,Precision,Above0_Diff,Above0_P,Positive Above0_P,Negative Above0_P,Mean,Positive Mean,Negative Mean,Percentage Mean Difference,Correlation,Abs_Correlation,p-value,p-value corrected,Diagnostic Odds,Positive Min,Positive P10,Positive P25,Positive P50,Positive P75,Positive P90,Positive Max,Negative Min,Negative P10,Negative P25,Negative P50,Negative P75,Negative P90,Negative Max
hg8539_index_min_dd,numerical,565,Date_Difference,565,1188,69695,0.9832399870208653,1177,43,1134,0.03653355989804588,0.002887166970741071,0.016604827673772273,0.013844172569220863,0.016731339539961934,311.44444444444446,317.45454545454544,311.2132867132867,0.02003971768509756,0.00843,0.00843,0.77149,0.8868258165829146,0.37918871252204583,0,46.7,140.25,287,509.25,610.5000000000001,724,0,32.30000000000001,101,289,501.25,652,730
hg8539_max_min_dd,numerical,237,Date_Difference,237,1188,69695,0.9832399870208653,419,14,405,0.03341288782816229,0.0014680733845922368,0.005911149358802534,0.004507405022537025,0.005975478407129262,63.46969696969697,49.5,64.00699300699301,0.2285656573076006,-0.01631,0.01631,0.57431,0.7732396262507357,0.8515226337448558,0,0,0,0,31.5,123.20000000000002,693,0,0,0,0,42,266.4000000000001,721
hg8553_claim_cnt,numerical,19,NA,19,70883,0,0,3885,217,3668,0.055855855855855854,0.01574612402870628,0.05480862830297815,0.06986477784932389,0.05411865382061761,0.10319822806596786,0.13264649066323245,0.1018487097392921,0.2984332337979035,0.01422,0.01422,1.5e-4,0.0013948170731707316,1.3128099741319403,0,0,0,0,0,0,16,0,0,0,0,0,0,39
hg8553_flag,numerical,2,NA,2,70883,0,0,3885,217,3668,0.055855855855855854,0.01574612402870628,0.05480862830297815,0.06986477784932389,0.05411865382061761,0.05480862830297815,0.06986477784932389,0.05411865382061761,0.2872927952449903,0.01416,0.01416,1.6e-4,0.001466933867735471,1.3128099741319403,0,0,0,0,0,0,1,0,0,0,0,0,0,1
hg8553_index_max_dd,numerical,704,Date_Difference,704,3885,66998,0.9451913716970218,3882,217,3665,0.05589902112313241,0.01579038683172205,0.05476630503787932,0.06986477784932389,0.05407439101760184,437.7047619047619,430.889400921659,438.10796074154854,0.016491846669605577,-0.014880000000000001,0.014880000000000001,0.35376,0.5930567973616709,Inf,29,191,289,425,582,657.2,725,0,155,286,461,603,681,730
hg8553_index_min_dd,numerical,660,Date_Difference,660,3885,66998,0.9451913716970218,3883,217,3666,0.05588462528972444,0.015775632564050124,0.054780412792912264,0.06986477784932389,0.05408914528527377,516.0813384813384,509.7511520737327,516.4558342420938,0.012991522204795911,-0.01772,0.01772,0.26954,0.4986435503437121,Inf,98,269.8,393,532,656,702,729,0,251,403,563,665,710,730
hg8553_max_min_dd,numerical,480,Date_Difference,480,3885,66998,0.9451913716970218,1540,92,1448,0.05974025974025974,0.008255910559154346,0.021725942750730077,0.02962009014810045,0.021364179588946104,78.37657657657658,78.86175115207374,78.34787350054526,0.006556520761357811,0.00997,0.00997,0.53459,0.7440673106175845,1.1283977900552487,0,0,0,0,106,306.20000000000005,595,0,0,0,0,115,287.3000000000002,721
hg8730_claim_cnt,numerical,47,NA,47,70883,0,0,1745,82,1663,0.04699140401146132,0.0018641679935927913,0.024618032532483104,0.026400515132002575,0.024536347138409784,0.08457599142248494,0.07726980038634901,0.08491081045192322,0.09034490683537902,0.00242,0.00242,0.51865000000000006,0.7334849304482227,1.078035964836927,0,0,0,0,0,0,25,0,0,0,0,0,0,99
hg8730_flag,numerical,2,NA,2,70883,0,0,1745,82,1663,0.04699140401146132,0.0018641679935927913,0.024618032532483104,0.026400515132002575,0.024536347138409784,0.024618032532483104,0.026400515132002575,0.024536347138409784,0.07572367901996438,0.00246,0.00246,0.51209,0.7293934464508095,1.078035964836927,0,0,0,0,0,0,1,0,0,0,0,0,0,1
hg8730_index_max_dd,numerical,605,Date_Difference,605,1745,69138,0.9753819674675169,1708,79,1629,0.04625292740046839,0.0013999405896088467,0.024096045596264267,0.025434642627173213,0.024034702037564366,247.789111747851,294.780487804878,245.47203848466626,0.19899360779979633,0.04449,0.04449,0.06317,0.19370157506702415,0.5496214446490689,0,29.199999999999996,73.25,266.5,507.5,615.7,722,0,12,52,192,393,581,730
hg8730_index_min_dd,numerical,632,Date_Difference,632,1745,69138,0.9753819674675169,1728,79,1649,0.045717592592592594,0.0011048552361703663,0.024378200696923098,0.025434642627173213,0.024329787391002847,324.39541547277935,350.4878048780488,323.1088394467829,0.08439997646502904,0.02478,0.02478,0.30083,0.5350830419580419,0.22356984030725696,0,41.3,124.75,354.5,542.5,671.2,724,0,33,108,307,519,660.8,730
hg8730_max_min_dd,numerical,350,Date_Difference,350,1745,69138,0.9753819674675169,784,31,753,0.039540816326530615,0.001129281007055439,0.011060479945826221,0.009980682549903412,0.011109963556958851,76.60630372492837,55.707317073170735,77.63680096211665,0.2862621327833348,-0.0342,0.0342,0.1533,0.3492766434262948,0.734578027758248,0,0,0,0,35.75,176.4000000000001,693,0,0,0,0,66,309.79999999999995,726
hg8752_claim_cnt,numerical,18,NA,18,70883,0,0,1036,55,981,0.05308880308880309,0.0032337260023807685,0.014615634214127506,0.017707662588538314,0.014473936586157546,0.03281463820662218,0.03734707018673535,0.03260693155495227,0.14445195470192615,0.00552,0.00552,0.14181,0.33476818885448917,1.2274446873420288,0,0,0,0,0,0,9,0,0,0,0,0,0,35
hg8752_flag,numerical,2,NA,2,70883,0,0,1036,55,981,0.05308880308880309,0.0032337260023807685,0.014615634214127506,0.017707662588538314,0.014473936586157546,0.014615634214127506,0.017707662588538314,0.014473936586157546,0.22125115852003474,0.00552,0.00552,0.14198,0.3349966477565755,1.2274446873420288,0,0,0,0,0,0,1,0,0,0,0,0,0,1
hg8752_index_max_dd,numerical,475,Date_Difference,475,1036,69847,0.9853843657858725,983,53,930,0.05391658189216684,0.003342278650429322,0.013867923197381601,0.01706374758531874,0.013721468934889416,229.42953667953668,229.3090909090909,229.43628950050967,5.544124495026543e-4,-0.00389,0.00389,0.90037,0.950656069697669,1.453225806451613,0,14.8,37.5,167,382,534.4,726,0,11,51,163,373,553,730
hg8752_index_min_dd,numerical,531,Date_Difference,531,1036,69847,0.9853843657858725,1012,54,958,0.0533596837944664,0.0032511166572252326,0.014277048093336908,0.017385705086928525,0.014134588429703292,339.55984555984554,341.25454545454545,339.46483180428135,0.005270686960389365,-0.00117,0.00117,0.96991,0.9830070305580159,1.2964509394572026,0,28.6,92,261,577,708.2,730,0,43,134,328,541,652,730
hg8752_max_min_dd,numerical,298,Date_Difference,298,1036,69847,0.9853843657858725,491,29,462,0.059063136456211814,0.0025202958822549025,0.00692690772117433,0.009336767546683838,0.006816471664428936,110.13030888030887,111.94545454545455,110.02854230377166,0.017405855492208057,0.01652,0.01652,0.59543,0.7881045034642032,1.252997002997003,0,0,0,19,179.5,354.40000000000003,675,0,0,0,0,180,386,728
hg8754_claim_cnt,numerical,20,NA,20,70883,0,0,1120,63,1057,0.05625,0.004688061672192836,0.0158006856368946,0.020283322601416614,0.015595260929223777,0.03820380062920587,0.04346426271732132,0.03796273071986072,0.144004834776957,0.00769,0.00769,0.04064,0.13996952595936796,1.3068316601123413,0,0,0,0,0,0,9,0,0,0,0,0,0,35
hg8754_flag,numerical,2,NA,2,70883,0,0,1120,63,1057,0.05625,0.004688061672192836,0.0158006856368946,0.020283322601416614,0.015595260929223777,0.0158006856368946,0.020283322601416614,0.015595260929223777,0.2966998888482543,0.0077,0.0077,0.04049,0.13959438583270536,1.3068316601123413,0,0,0,0,0,0,1,0,0,0,0,0,0,1
hg8754_index_max_dd,numerical,487,Date_Difference,487,1120,69763,0.9841993143631054,1051,61,990,0.058039961941008564,0.005032682602992175,0.01482725053962163,0.019639407598197038,0.014606724995204863,224.54285714285714,229.68253968253967,224.23651844843897,0.024253816413478103,0.00246,0.00246,0.93437,0.9636480500450857,2.0641414141414143,0,10.8,37.5,132,398.5,536.2,726,0,7,43,159,372,560.4,730
hg8754_index_min_dd,numerical,551,Date_Difference,551,1120,69763,0.9841993143631054,1091,62,1029,0.05682859761686526,0.004779223665396921,0.015391560740939295,0.019961365099806824,0.015182141434409904,344.01160714285714,355.6507936507937,343.317880794702,0.03585028121150059,0.01057,0.01057,0.72378,0.8651984717868338,1.6870748299319729,0,34,106.5,363,593.5,703.2,730,0,41.60000000000001,134,328,553,665.4,730
hg8754_max_min_dd,numerical,321,Date_Difference,321,1120,69763,0.9841993143631054,563,34,529,0.06039076376554174,0.0031415474562849245,0.007942666083546126,0.010946555054732776,0.007805007598447851,119.46875,125.96825396825396,119.081362346263,0.057645967016403496,0.01927,0.01927,0.51945,0.7339027264325323,1.1701975099406818,0,0,0,35,196,376.40000000000003,675,0,0,0,1,186,421.79999999999995,728
hg8783_claim_cnt,numerical,17,NA,17,70883,0,0,1479,74,1405,0.050033806626098715,0.0030951090400709105,0.020865369693720638,0.023824855119124275,0.020729746079053365,0.03814736960907411,0.03960077269800386,0.03808076486123611,0.039845678806807824,0.00439,0.00439,0.24263,0.46640010504201684,1.1529516709077081,0,0,0,0,0,0,7,0,0,0,0,0,0,19
hg8783_flag,numerical,2,NA,2,70883,0,0,1479,74,1405,0.050033806626098715,0.0030951090400709105,0.020865369693720638,0.023824855119124275,0.020729746079053365,0.020865369693720638,0.023824855119124275,0.020729746079053365,0.1483371292003694,0.00443,0.00443,0.23797,0.460187764158918,1.1529516709077081,0,0,0,0,0,0,1,0,0,0,0,0,0,1
hg8783_index_max_dd,numerical,512,Date_Difference,512,1479,69404,0.9791346303062793,1307,63,1244,0.04820198928844682,0.0019290136175430274,0.01843883582805468,0.020283322601416614,0.018354308983873587,193.6551724137931,236.45945945945945,191.40071174377223,0.23267515736376945,0.03938,0.03938,0.13012,0.3168169238956892,0.741230634317451,0,0,28.5,194,387.25,577.2,707,0,0,17,111,328,533,726
hg8783_index_min_dd,numerical,568,Date_Difference,568,1479,69404,0.9791346303062793,1362,67,1295,0.04919236417033774,0.002464375972714046,0.01921476235486647,0.021571152607855762,0.019106776635141716,258.289384719405,296.18918918918916,256.2932384341637,0.15446221608513563,0.03536,0.03536,0.17412,0.38032553699284016,0.8130170987313845,0,3.3000000000000007,66.75,261.5,491.75,641.1000000000001,715,0,2,46,196,438,616.6000000000001,729
hg8783_max_min_dd,numerical,298,Date_Difference,298,1479,69404,0.9791346303062793,484,21,463,0.04338842975206612,7.011839829532216e-5,0.006828153435943739,0.006761107533805538,0.00683122593210086,64.6342123056119,59.729729729729726,64.89252669039146,0.07987715447432589,-0.01816,0.01816,0.48536,0.7085264837268667,0.8061453196951791,0,0,0,0,25,237.70000000000002,648,0,0,0,0,36,254.60000000000014,721
hg8907_claim_cnt,numerical,13,NA,13,70883,0,0,3940,191,3749,0.048477157360406094,0.006180133305425953,0.05558455482978993,0.06149388280746942,0.055313749502043465,0.0842938363218261,0.10077269800386349,0.08353866355843428,0.2044518934887629,0.00562,0.00562,0.13464,0.3238580441640379,1.1190495166921584,0,0,0,0,0,0,9,0,0,0,0,0,0,13
hg8907_flag,numerical,2,NA,2,70883,0,0,3940,191,3749,0.048477157360406094,0.006180133305425953,0.05558455482978993,0.06149388280746942,0.055313749502043465,0.05558455482978993,0.06149388280746942,0.055313749502043465,0.11118436271281924,0.00552,0.00552,0.14157,0.334546875,1.1190495166921584,0,0,0,0,0,0,1,0,0,0,0,0,0,1
hg8907_index_max_dd,numerical,714,Date_Difference,714,3940,66943,0.94441544517021,3850,184,3666,0.047792207792207796,0.0051510350109271325,0.05431485687682519,0.0592401802962009,0.05408914528527377,277.1545685279188,286.0418848167539,276.7017871432382,0.03369995927949073,0.00831,0.00831,0.60207,0.7910598075818495,0.5951211908658718,0,14,87,259,463.5,596,724,0,22,83,244,447,600,730
hg8907_index_min_dd,numerical,728,Date_Difference,728,3940,66943,0.94441544517021,3882,187,3695,0.04817104585265327,0.005689033753270699,0.05476630503787932,0.060206052801030266,0.05451701904775957,328.8421319796954,344,328.0698853027474,0.048443046520073633,0.01587,0.01587,0.31926,0.5560009516558813,0.6832205683355888,0,55,150,342,532,633,724,0,33,126,319,517,639.2000000000003,730
hg8907_max_min_dd,numerical,415,Date_Difference,415,3940,66943,0.94441544517021,1263,67,1196,0.05304829770387965,0.003925048472234533,0.017818094606605252,0.021571152607855762,0.01764610413562123,51.68756345177665,57.95811518324607,51.3680981595092,0.12749714986826977,0.01365,0.01365,0.39157,0.6312307082452431,1.153380893300248,0,0,0,0,20,251,596,0,0,0,0,14,200,729
hg8918_claim_cnt,numerical,13,NA,13,70883,0,0,3321,160,3161,0.04817825956037338,0.004874960146613906,0.04685185446439908,0.051513200257566,0.04663824011095209,0.07041180536941156,0.08306503541532517,0.06983194889121679,0.187938463652249,0.00481,0.00481,0.20002,0.41584484325306675,1.110204067606885,0,0,0,0,0,0,8,0,0,0,0,0,0,13
hg8918_flag,numerical,2,NA,2,70883,0,0,3321,160,3161,0.04817825956037338,0.004874960146613906,0.04685185446439908,0.051513200257566,0.04663824011095209,0.04685185446439908,0.051513200257566,0.04663824011095209,0.1040505269715247,0.00472,0.00472,0.20869,0.42680230219043364,1.110204067606885,0,0,0,0,0,0,1,0,0,0,0,0,0,1
hg8918_index_max_dd,numerical,703,Date_Difference,703,3321,67562,0.9531481455356009,3275,156,3119,0.04763358778625954,0.004206809382395572,0.04620289773288377,0.050225370251126854,0.04601856086873128,287.420054200542,304.85,286.5378044922493,0.06371230970186148,0.01728,0.01728,0.31944,0.5561027397260274,0.5251683231805067,0,18.499999999999993,124.5,289.5,477.75,608.8,724,0,26,93,258,457,603,730
hg8918_index_min_dd,numerical,722,Date_Difference,722,3321,67562,0.9531481455356009,3291,158,3133,0.04800972348830143,0.004644164638208208,0.046428621813410835,0.050869285254346426,0.04622512061613822,335.10960554049984,356.40625,334.0316355583676,0.0667680486375324,0.02224,0.02224,0.20006,0.41584484325306675,0.7060325566549633,0,68.39999999999999,174.5,353.5,539,634.1999999999999,724,0,40,136,326,520,641,730
hg8918_max_min_dd,numerical,353,Date_Difference,353,3321,67562,0.9531481455356009,1083,58,1025,0.05355493998153278,0.0035504107296454694,0.01527869870067576,0.018673535093367676,0.015123124363722207,47.689551339957845,51.55625,47.49383106611832,0.08518467504385777,0.014880000000000001,0.014880000000000001,0.39146,0.6312307082452431,1.1849641319942612,0,0,0,0,15.25,189.1,596,0,0,0,0,14,176,699
hg8978_claim_cnt,numerical,20,NA,20,70883,0,0,2386,102,2284,0.04274937133277452,8.590821984763297e-4,0.033661103508598675,0.032839665164198326,0.033698747362674655,0.06540355233271729,0.0643915003219575,0.06544993139265533,0.016183082308946002,-9.6e-4,9.6e-4,0.79779,0.9032143652561248,0.9736413911632126,0,0,0,0,0,0,9,0,0,0,0,0,0,47
hg8978_flag,numerical,2,NA,2,70883,0,0,2386,102,2284,0.04274937133277452,8.590821984763297e-4,0.033661103508598675,0.032839665164198326,0.033698747362674655,0.033661103508598675,0.032839665164198326,0.033698747362674655,0.025521510257584947,-9.8e-4,9.8e-4,0.79519,0.9020565955864119,0.9736413911632126,0,0,0,0,0,0,1,0,0,0,0,0,0,1
hg8978_index_max_dd,numerical,664,Date_Difference,664,2386,68497,0.9663388964914014,2342,101,2241,0.04312553373185312,5.4660619019338e-4,0.033040362287149246,0.03251770766258854,0.03306431385278192,245.3742665549036,255.44117647058823,244.9246935201401,0.042858948080014024,0.00511,0.00511,0.80308,0.9056176978062609,1.9379741186970103,0,12.400000000000006,71.5,178,448.5,593.8000000000001,727,0,18,66,196,388,560.7000000000003,729
hg8978_index_min_dd,numerical,689,Date_Difference,689,2386,68497,0.9663388964914014,2349,101,2248,0.04299702000851426,6.498860638968484e-4,0.033139116572379834,0.03251770766258854,0.03316759372648539,297.257334450964,305.3137254901961,296.8975481611208,0.028312765922563297,0.00832,0.00832,0.68476,0.8467706756756755,1.617437722419929,0,28.200000000000017,110.25,295.5,468,619.5,728,0,30.30000000000001,99,265,474,624,730
hg8978_max_min_dd,numerical,327,Date_Difference,327,2386,68497,0.9663388964914014,1017,44,973,0.043264503441494594,1.8977237395150295e-4,0.014347586868501615,0.014166130070830651,0.014355902444782154,51.88306789606035,49.872549019607845,51.972854640980735,0.04048152328965058,-2.3e-4,2.3e-4,0.99102,0.9942799342105264,1.0221497678704325,0,0,0,0,33.75,143.90000000000018,550,0,0,0,0,40,168,707
hg8979_claim_cnt,numerical,20,NA,20,70883,0,0,2414,99,2315,0.04101077050538525,0.0022823370011353372,0.03405612064952104,0.03187379265936896,0.0341561296605043,0.07410803718804226,0.07437218287186091,0.07409593224840286,0.0037276742704316188,-0.00249,0.00249,0.50693,0.7268959573801316,0.9309793347559798,0,0,0,0,0,0,11,0,0,0,0,0,0,47
hg8979_flag,numerical,2,NA,2,70883,0,0,2414,99,2315,0.04101077050538525,0.0022823370011353372,0.03405612064952104,0.03187379265936896,0.0341561296605043,0.03405612064952104,0.03187379265936896,0.0341561296605043,0.06701694020359408,-0.00258,0.00258,0.49287,0.7162897871664549,0.9309793347559798,0,0,0,0,0,0,1,0,0,0,0,0,0,1
hg8979_index_max_dd,numerical,655,Date_Difference,655,2414,68469,0.965943879350479,2370,97,2273,0.04092827004219409,0.0023065727621340987,0.033435379428071614,0.031229877656149388,0.03353645041828349,241.17564208782105,244.56565656565655,241.0306695464363,0.014657313601897851,-0.00448,0.00448,0.82571,0.911981465930902,0.8961724593048835,0,11.8,50.5,168,449.5,576.2,727,0,16,59.5,191,384.5,560,730
hg8979_index_min_dd,numerical,690,Date_Difference,690,2414,68469,0.965943879350479,2378,98,2280,0.04121110176619008,0.002087895134227781,0.03354824146833514,0.031551835157759174,0.033639730291986955,298.7854183927092,304.04040404040404,298.5606911447084,0.018339960916343503,0.00487,0.00487,0.81106,0.9105765644171779,1.5043859649122808,0,26.8,110,294,473,620.4,728,0,31,99.5,266,478,627,730
hg8979_max_min_dd,numerical,339,Date_Difference,339,2414,68469,0.965943879350479,1275,59,1216,0.04627450980392157,0.0010543031059177532,0.01798738766700055,0.018995492594977462,0.01794118948905971,57.60977630488815,59.474747474747474,57.530021598272135,0.03375687255203471,0.02435,0.02435,0.23177,0.4529464972234088,1.3330797697368422,0,0,0,28,47.5,160.4000000000002,550,0,0,0,7,53,182,707
hg8980_claim_cnt,numerical,6,NA,6,70883,0,0,1066,44,1022,0.04127579737335835,9.12731489875784e-4,0.015038866865115755,0.014166130070830651,0.015078861560706435,0.018114357462297025,0.01706374758531874,0.01816250350413857,0.06065663223808893,-0.00153,0.00153,0.68302,0.8456878213802436,0.9385996643407415,0,0,0,0,0,0,3,0,0,0,0,0,0,11
hg8980_flag,numerical,2,NA,2,70883,0,0,1066,44,1022,0.04127579737335835,9.12731489875784e-4,0.015038866865115755,0.014166130070830651,0.015078861560706435,0.015038866865115755,0.014166130070830651,0.015078861560706435,0.06069150675128067,-0.00154,0.00154,0.68277,0.8456071331889551,0.9385996643407415,0,0,0,0,0,0,1,0,0,0,0,0,0,1
hg8980_index_max_dd,numerical,527,Date_Difference,527,1066,69817,0.9849611331348842,1048,43,1005,0.04103053435114504,9.838664410628615e-4,0.014784927274522805,0.013844172569220863,0.014828039010283725,263.93996247654786,276.95454545454544,263.37964774951075,0.051431763411881486,0.00964,0.00964,0.75325,0.8811700332395805,0.727363184079602,0,24.2,83.75,247.5,456.75,568.5,672,0,23.200000000000017,91,230,408.75,564.9,730
hg8980_index_min_dd,numerical,549,Date_Difference,549,1066,69817,0.9849611331348842,1050,43,1007,0.040952380952380955,0.0010133749764067099,0.014813142784588689,0.013844172569220863,0.014857547545627573,286.2251407129456,298.22727272727275,285.7084148727984,0.04373779963315474,0.01277,0.01277,0.67718,0.8418870244565216,0.6405163853028799,0,33.9,97.75,277,456.75,575.7,672,0,31,107,258.5,447.75,590,730
hg8980_max_min_dd,numerical,102,Date_Difference,102,1066,69817,0.9849611331348842,125,7,118,0.056,5.126989259814684e-4,0.001763469379117701,0.0022537025112685126,0.0017410035852870442,22.285178236397748,21.272727272727273,22.328767123287673,0.04738754338682377,0.025,0.025,0.41481,0.6523739257476796,1.4493815849748053,0,0,0,0,0,52.20000000000002,366,0,0,0,0,0,7.899999999999977,692
hg9551_claim_cnt,numerical,8,NA,8,70883,0,0,1639,81,1558,0.04942037827943868,0.0030914085975350357,0.023122610498991295,0.02607855763039279,0.022987149032857753,0.030557397401351525,0.035737282678686415,0.030320020065804032,0.17728154468556875,0.00422,0.00422,0.26128,0.48829901960784317,1.1380852756765933,0,0,0,0,0,0,5,0,0,0,0,0,0,7
hg9551_flag,numerical,2,NA,2,70883,0,0,1639,81,1558,0.04942037827943868,0.0030914085975350357,0.023122610498991295,0.02607855763039279,0.022987149032857753,0.023122610498991295,0.02607855763039279,0.022987149032857753,0.1336963487608761,0.00421,0.00421,0.26231,0.48977325581395353,1.1380852756765933,0,0,0,0,0,0,1,0,0,0,0,0,0,1
hg9551_index_max_dd,numerical,262,Date_Difference,262,1639,69244,0.9768773895010087,963,49,914,0.05088265835929388,0.002290516926740956,0.013585768096722768,0.015775917578879587,0.013485400652138631,42.79194630872483,47.641975308641975,42.5397946084724,0.11923226542115227,0.0068,0.0068,0.78326,0.8947352059925092,1.0789113785557989,0,0,0,3,44,147,473,0,0,0,4,43.75,136.29999999999995,487
hg9551_index_min_dd,numerical,319,Date_Difference,319,1639,69244,0.9768773895010087,1124,61,1063,0.054270462633451956,0.003955621062941717,0.01585711665702637,0.019639407598197038,0.01568378653525532,65.60463697376449,83.98765432098766,64.64890885750962,0.2947771126484804,0.03844,0.03844,0.11984,0.3009115953947368,1.4202728127939792,0,0,1,24,118,254,473,0,0,0,13,84.75,217,509
hg9551_max_min_dd,numerical,192,Date_Difference,192,1639,69244,0.9768773895010087,348,19,329,0.05459770114942529,0.0012630384665229324,0.0049094987514636795,0.006117192530585963,0.00485415406406303,22.812690665039657,36.34567901234568,22.109114249037226,0.6240633764927134,0.02071,0.02071,0.40201,0.6413292087835483,1.1447690950093146,0,0,0,0,0,153,376,0,0,0,0,0,68.29999999999995,455
hg9637_claim_cnt,numerical,10,NA,10,70883,0,0,1838,81,1757,0.044069640914037,1.5530933082213635e-4,0.025930053750546675,0.02607855763039279,0.025923248299570652,0.03683534839101054,0.0360592401802962,0.036870914912138335,0.022035212568811174,1.8e-4,1.8e-4,0.96233,0.9788038572698978,1.0061515449418383,0,0,0,0,0,0,6,0,0,0,0,0,0,9
hg9637_flag,numerical,2,NA,2,70883,0,0,1838,81,1757,0.044069640914037,1.5530933082213635e-4,0.025930053750546675,0.02607855763039279,0.025923248299570652,0.025930053750546675,0.02607855763039279,0.025923248299570652,0.00598954912767437,2e-4,2e-4,0.95753,0.9752836709706145,1.0061515449418383,0,0,0,0,0,0,1,0,0,0,0,0,0,1
hg9637_index_max_dd,numerical,264,Date_Difference,264,1838,69045,0.9740699462494533,1019,45,974,0.04416094210009813,1.1743085998635987e-4,0.014375802378567499,0.014488087572440437,0.014370656712454077,40.599020674646354,28.91358024691358,41.137734775184974,0.3010948127599848,-0.00318,0.00318,0.89157,0.9463881090487237,1.004876796714579,0,0,0,3,24,85,270,0,0,0,2,34,145.4000000000001,483
hg9637_index_min_dd,numerical,321,Date_Difference,321,1838,69045,0.9740699462494533,1221,50,1171,0.04095004095004095,0.00117937236333375,0.017225568895221702,0.016097875080489377,0.017277247443823127,59.213275299238305,51.901234567901234,59.55036994877632,0.12917940009600318,-0.01528,0.01528,0.51273,0.7298505756067206,0.8071402991653122,0,0,0,8,67,183,339,0,0,0,9,75,209.80000000000018,487
hg9637_max_min_dd,numerical,187,Date_Difference,187,1838,69045,0.9740699462494533,431,16,415,0.037122969837587005,9.71701058091903e-4,0.006080442419197833,0.0051513200257566,0.006123021083848503,18.614254624591947,22.987654320987655,18.412635173591347,0.24578041074779802,-0.01193,0.01193,0.6094,0.7951034482758621,0.7959962928637628,0,0,0,0,0,90,324,0,0,0,0,0,49,460
hg9638_claim_cnt,numerical,8,NA,8,70883,0,0,821,50,771,0.06090133982947625,0.004722334705435892,0.01158246688204506,0.016097875080489377,0.011375540375053485,0.015673715841598126,0.0231809401159047,0.015329684111129144,0.5009186133091861,0.00904,0.00904,0.01605,0.06940335538752362,1.4219226407534922,0,0,0,0,0,0,8,0,0,0,0,0,0,7
hg9638_flag,numerical,2,NA,2,70883,0,0,821,50,771,0.06090133982947625,0.004722334705435892,0.01158246688204506,0.016097875080489377,0.011375540375053485,0.01158246688204506,0.016097875080489377,0.011375540375053485,0.40771406933667764,0.00903,0.00903,0.01616,0.06968143261074458,1.4219226407534922,0,0,0,0,0,0,1,0,0,0,0,0,0,1
hg9638_index_max_dd,numerical,226,Date_Difference,226,821,70062,0.988417533117955,493,30,463,0.060851926977687626,0.002827499116192766,0.006955123231240212,0.009658725048293626,0.00683122593210086,65.47503045066992,67.94,65.31517509727627,0.040088945123917454,-0.004,0.004,0.90894,0.9559248046875,0.9978401727861773,0,0,0,5,81.75,246.10000000000002,460,0,0,0,6,71.5,255,515
hg9638_index_min_dd,numerical,259,Date_Difference,259,821,70062,0.988417533117955,557,38,519,0.06822262118491922,0.004576920139443315,0.007858019553348475,0.012234385061171926,0.00765746492172861,84.28258221680878,110.56,82.57846952010377,0.33199659697084816,0.0559,0.0559,0.10948,0.2821808450704225,1.5375722543352601,0,0,2,27.5,194,311.50000000000006,460,0,0,0,15,125.5,292,515
hg9638_max_min_dd,numerical,104,Date_Difference,104,821,70062,0.988417533117955,163,13,150,0.07975460122699386,0.0019723073701386215,0.002299564070369482,0.004185447520927237,0.0022131401507886157,18.807551766138854,42.62,17.263294422827496,1.34821936913792,0.05211,0.05211,0.13575,0.32562106918239,1.4545945945945946,0,0,0,0,1.5,173.00000000000009,376,0,0,0,0,0,27,460
hj0690_claim_cnt,numerical,11,NA,11,70883,0,0,2393,98,2295,0.040952778938570834,0.002309209149306643,0.03375985779382927,0.031551835157759174,0.03386104430706582,0.044947307534951964,0.03831294269156471,0.04525133894979123,0.15436733897422164,-0.00268,0.00268,0.47556,0.6991282133676092,0.9295815371065684,0,0,0,0,0,0,3,0,0,0,0,0,0,13
hj0690_flag,numerical,2,NA,2,70883,0,0,2393,98,2295,0.040952778938570834,0.002309209149306643,0.03375985779382927,0.031551835157759174,0.03386104430706582,0.03375985779382927,0.031551835157759174,0.03386104430706582,0.06840103306740608,-0.00262,0.00262,0.48595,0.7089499362244898,0.9295815371065684,0,0,0,0,0,0,1,0,0,0,0,0,0,1
hj0690_index_max_dd,numerical,640,Date_Difference,640,2393,68490,0.9662401422061707,1959,89,1870,0.04543134252169474,0.0010637370967730153,0.02763709210953261,0.02865421764327109,0.027590480546498073,214.31508566652738,207.0408163265306,214.62570806100217,0.035391310466467124,0.0089,0.0089,0.66351,0.8307493842364533,2.2474747474747474,0,6.100000000000003,34.75,154.5,326.25,483.4999999999999,705,0,0,16,143,375,570.1999999999998,729
hj0690_index_min_dd,numerical,655,Date_Difference,655,2393,68490,0.9662401422061707,1996,90,1906,0.045090180360721446,8.545409621935306e-4,0.02815907904575145,0.028976175144880875,0.028121634182687344,236.517342248224,227.3265306122449,236.90980392156862,0.04051826905473219,0.004,0.004,0.84494,0.9198982869379014,2.2960388247639036,0,7,57,176.5,358.5,526.8,720,0,0,23.5,178,411.5,589.5999999999999,730
hj0690_max_min_dd,numerical,196,Date_Difference,196,2393,68490,0.9662401422061707,451,15,436,0.03325942350332594,0.0016034981808120963,0.006362597519856665,0.004829362524146813,0.006432860704958909,22.202256581696616,20.285714285714285,22.28409586056645,0.09000803893508806,-0.01594,0.01594,0.43584,0.6700398526456799,0.770559301425887,0,0,0,0,0,42.09999999999998,531,0,0,0,0,0,21.59999999999991,716
