Column,Type,NumUniqueValues
g721000_index_min_dd,numerical,537
g721000_max_min_dd,numerical,506
g726000_claim_cnt,numerical,60
g726000_flag,numerical,2
g726000_index_max_dd,numerical,728
g726000_index_min_dd,numerical,732
g726000_max_min_dd,numerical,729
g732030_claim_cnt,numerical,36
g732030_flag,numerical,2
g732030_index_max_dd,numerical,380
g732030_index_min_dd,numerical,447
g732030_max_min_dd,numerical,422
g751000_claim_cnt,numerical,47
g751000_flag,numerical,2
g751000_index_max_dd,numerical,730
g751000_index_min_dd,numerical,732
g751000_max_min_dd,numerical,715
g772020_claim_cnt,numerical,33
g772020_flag,numerical,2
g772020_index_max_dd,numerical,707
g772020_index_min_dd,numerical,723
g772020_max_min_dd,numerical,676
g797000_claim_cnt,numerical,38
g797000_flag,numerical,2
g797000_index_max_dd,numerical,709
g797000_index_min_dd,numerical,730
g797000_max_min_dd,numerical,724
g797500_claim_cnt,numerical,28
g797500_flag,numerical,2
g797500_index_max_dd,numerical,456
g797500_index_min_dd,numerical,504
g797500_max_min_dd,numerical,221
g821000_claim_cnt,numerical,27
g821000_flag,numerical,2
g821000_index_max_dd,numerical,518
g821000_index_min_dd,numerical,602
g821000_max_min_dd,numerical,462
g822000_claim_cnt,numerical,29
g822000_flag,numerical,2
g822000_index_max_dd,numerical,484
g822000_index_min_dd,numerical,565
g822000_max_min_dd,numerical,528
g823000_claim_cnt,numerical,31
g823000_flag,numerical,2
g823000_index_max_dd,numerical,624
g823000_index_min_dd,numerical,683
g823000_max_min_dd,numerical,571
g831010_claim_cnt,numerical,21
g831010_flag,numerical,2
g831010_index_max_dd,numerical,600
g831010_index_min_dd,numerical,615
g831010_max_min_dd,numerical,266
g832000_claim_cnt,numerical,54
g832000_flag,numerical,2
g832000_index_max_dd,numerical,686
g832000_index_min_dd,numerical,693
g832000_max_min_dd,numerical,715
g833700_claim_cnt,numerical,29
g833700_flag,numerical,2
g833700_index_max_dd,numerical,599
g833700_index_min_dd,numerical,697
g833700_max_min_dd,numerical,633
g851580_claim_cnt,numerical,38
g851580_flag,numerical,2
g851580_index_max_dd,numerical,705
g851580_index_min_dd,numerical,709
g851580_max_min_dd,numerical,715
g861010_claim_cnt,numerical,22
g861010_flag,numerical,2
g861010_index_max_dd,numerical,731
g861010_index_min_dd,numerical,732
g861010_max_min_dd,numerical,481
g862500_claim_cnt,numerical,31
g862500_flag,numerical,2
g862500_index_max_dd,numerical,479
g862500_index_min_dd,numerical,472
g862500_max_min_dd,numerical,516
g862599_claim_cnt,numerical,33
g862599_flag,numerical,2
g862599_index_max_dd,numerical,478
g862599_index_min_dd,numerical,488
g862599_max_min_dd,numerical,544
g863000_claim_cnt,numerical,27
g863000_flag,numerical,2
g863000_index_max_dd,numerical,730
g863000_index_min_dd,numerical,732
g863000_max_min_dd,numerical,564
g863099_claim_cnt,numerical,13
g863099_flag,numerical,2
g863099_index_max_dd,numerical,668
g863099_index_min_dd,numerical,670
g863099_max_min_dd,numerical,272
g863300_claim_cnt,numerical,37
g863300_flag,numerical,2
g863300_index_max_dd,numerical,622
g863300_index_min_dd,numerical,670
g863300_max_min_dd,numerical,690
g866020_claim_cnt,numerical,34
g866020_flag,numerical,2
g866020_index_max_dd,numerical,432
g866020_index_min_dd,numerical,435
g866020_max_min_dd,numerical,436
g868050_claim_cnt,numerical,25
g868050_flag,numerical,2
g868050_index_max_dd,numerical,717
g868050_index_min_dd,numerical,718
g868050_max_min_dd,numerical,346
g879910_claim_cnt,numerical,16
g879910_flag,numerical,2
g879910_index_max_dd,numerical,631
g879910_index_min_dd,numerical,625
g879910_max_min_dd,numerical,236
g881500_claim_cnt,numerical,25
g881500_flag,numerical,2
g881500_index_max_dd,numerical,673
g881500_index_min_dd,numerical,689
g881500_max_min_dd,numerical,402
g891000_claim_cnt,numerical,26
g891000_flag,numerical,2
g891000_index_max_dd,numerical,665
g891000_index_min_dd,numerical,671
g891000_max_min_dd,numerical,380
g901000_claim_cnt,numerical,23
g901000_flag,numerical,2
g901000_index_max_dd,numerical,718
g901000_index_min_dd,numerical,721
g901000_max_min_dd,numerical,412
g901500_claim_cnt,numerical,23
g901500_flag,numerical,2
g901500_index_max_dd,numerical,679
g901500_index_min_dd,numerical,689
g901500_max_min_dd,numerical,430
g901540_claim_cnt,numerical,26
g901540_flag,numerical,2
g901540_index_max_dd,numerical,715
g901540_index_min_dd,numerical,721
g901540_max_min_dd,numerical,554
g901599_claim_cnt,numerical,24
g901599_flag,numerical,2
g901599_index_max_dd,numerical,701
g901599_index_min_dd,numerical,707
g901599_max_min_dd,numerical,518
g902100_claim_cnt,numerical,26
g902100_flag,numerical,2
g902100_index_max_dd,numerical,658
g902100_index_min_dd,numerical,678
g902100_max_min_dd,numerical,410
g905500_claim_cnt,numerical,40
g905500_flag,numerical,2
g905500_index_max_dd,numerical,732
g905500_index_min_dd,numerical,732
g905500_max_min_dd,numerical,712
g908500_claim_cnt,numerical,27
g908500_flag,numerical,2
g908500_index_max_dd,numerical,658
g908500_index_min_dd,numerical,674
g908500_max_min_dd,numerical,376
g941000_claim_cnt,numerical,39
g941000_flag,numerical,2
g941000_index_max_dd,numerical,725
g941000_index_min_dd,numerical,731
g941000_max_min_dd,numerical,728
g942000_claim_cnt,numerical,4
g942000_flag,numerical,2
g942000_index_max_dd,numerical,515
g942000_index_min_dd,numerical,516
g942000_max_min_dd,numerical,56
g944020_claim_cnt,numerical,10
g944020_flag,numerical,2
g944020_index_max_dd,numerical,548
g944020_index_min_dd,numerical,608
g944020_max_min_dd,numerical,308
g970510_claim_cnt,numerical,36
g970510_flag,numerical,2
g970510_index_max_dd,numerical,676
g970510_index_min_dd,numerical,706
g970510_max_min_dd,numerical,686
g972020_claim_cnt,numerical,30
g972020_flag,numerical,2
g972020_index_max_dd,numerical,718
g972020_index_min_dd,numerical,731
g972020_max_min_dd,numerical,691
ha0425_claim_cnt,numerical,39
ha0425_flag,numerical,2
ha0425_index_max_dd,numerical,722
ha0425_index_min_dd,numerical,731
ha0425_max_min_dd,numerical,649
ha0427_claim_cnt,numerical,20
ha0427_flag,numerical,2
ha0427_index_max_dd,numerical,693
ha0427_index_min_dd,numerical,720
ha0427_max_min_dd,numerical,519
ha0428_claim_cnt,numerical,23
ha0428_flag,numerical,2
ha0428_index_max_dd,numerical,491
ha0428_index_min_dd,numerical,541
ha0428_max_min_dd,numerical,232
ha0429_claim_cnt,numerical,15
ha0429_flag,numerical,2
ha0429_index_max_dd,numerical,596
ha0429_index_min_dd,numerical,650
ha0429_max_min_dd,numerical,367
ha4253_claim_cnt,numerical,20
ha4253_flag,numerical,2
ha4253_index_max_dd,numerical,419
ha4253_index_min_dd,numerical,420
ha4253_max_min_dd,numerical,318
ha7034_claim_cnt,numerical,10
ha7034_flag,numerical,2
ha7034_index_max_dd,numerical,567
ha7034_index_min_dd,numerical,586
ha7034_max_min_dd,numerical,404
ha7035_claim_cnt,numerical,10
ha7035_flag,numerical,2
ha7035_index_max_dd,numerical,633
ha7035_index_min_dd,numerical,662
ha7035_max_min_dd,numerical,463
ha7037_claim_cnt,numerical,14
ha7037_flag,numerical,2
ha7037_index_max_dd,numerical,574
ha7037_index_min_dd,numerical,588
ha7037_max_min_dd,numerical,388
ha7038_claim_cnt,numerical,19
ha7038_flag,numerical,2
ha7038_index_max_dd,numerical,599
ha7038_index_min_dd,numerical,630
ha7038_max_min_dd,numerical,479
ha7039_claim_cnt,numerical,9
ha7039_flag,numerical,2
ha7039_index_max_dd,numerical,479
ha7039_index_min_dd,numerical,499
ha7039_max_min_dd,numerical,238
ha9270_claim_cnt,numerical,20
ha9270_flag,numerical,2
ha9270_index_max_dd,numerical,651
ha9270_index_min_dd,numerical,692
ha9270_max_min_dd,numerical,394
ha9500_claim_cnt,numerical,6
ha9500_flag,numerical,2
ha9500_index_max_dd,numerical,688
ha9500_index_min_dd,numerical,684
ha9500_max_min_dd,numerical,99
ha9502_claim_cnt,numerical,5
ha9502_flag,numerical,2
ha9502_index_max_dd,numerical,593
ha9502_index_min_dd,numerical,600
ha9502_max_min_dd,numerical,71
ha9503_claim_cnt,numerical,9
ha9503_flag,numerical,2
ha9503_index_max_dd,numerical,709
ha9503_index_min_dd,numerical,730
ha9503_max_min_dd,numerical,632
ha9552_claim_cnt,numerical,6
ha9552_flag,numerical,2
ha9552_index_max_dd,numerical,359
ha9552_index_min_dd,numerical,399
ha9552_max_min_dd,numerical,85
ha9561_claim_cnt,numerical,7
ha9561_flag,numerical,2
ha9561_index_max_dd,numerical,432
ha9561_index_min_dd,numerical,513
ha9561_max_min_dd,numerical,199
ha9577_claim_cnt,numerical,6
ha9577_flag,numerical,2
ha9577_index_max_dd,numerical,382
ha9577_index_min_dd,numerical,405
ha9577_max_min_dd,numerical,75
ha9579_claim_cnt,numerical,6
ha9579_flag,numerical,2
ha9579_index_max_dd,numerical,546
ha9579_index_min_dd,numerical,563
ha9579_max_min_dd,numerical,141
ha9580_claim_cnt,numerical,7
ha9580_flag,numerical,2
ha9580_index_max_dd,numerical,319
ha9580_index_min_dd,numerical,376
ha9580_max_min_dd,numerical,110
ha9585_claim_cnt,numerical,6
ha9585_flag,numerical,2
ha9585_index_max_dd,numerical,416
ha9585_index_min_dd,numerical,438
ha9585_max_min_dd,numerical,98
hc1769_claim_cnt,numerical,10
hc1769_flag,numerical,2
hc1769_index_max_dd,numerical,573
hc1769_index_min_dd,numerical,602
hc1769_max_min_dd,numerical,187
he0143_claim_cnt,numerical,8
he0143_flag,numerical,2
he0143_index_max_dd,numerical,564
he0143_index_min_dd,numerical,568
he0143_max_min_dd,numerical,31
he0601_claim_cnt,numerical,27
he0601_flag,numerical,2
he0601_index_max_dd,numerical,488
he0601_index_min_dd,numerical,508
he0601_max_min_dd,numerical,115
he1390_claim_cnt,numerical,36
he1390_flag,numerical,2
he1390_index_max_dd,numerical,365
he1390_index_min_dd,numerical,471
he1390_max_min_dd,numerical,188
hg0008_claim_cnt,numerical,8
hg0008_flag,numerical,2
hg0008_index_max_dd,numerical,731
hg0008_index_min_dd,numerical,730
hg0008_max_min_dd,numerical,327
hg0009_claim_cnt,numerical,6
hg0009_flag,numerical,2
hg0009_index_max_dd,numerical,717
hg0009_index_min_dd,numerical,720
hg0009_max_min_dd,numerical,140
hg0103_claim_cnt,numerical,12
hg0103_flag,numerical,2
hg0103_index_max_dd,numerical,684
hg0103_index_min_dd,numerical,712
hg0103_max_min_dd,numerical,373
hg0151_claim_cnt,numerical,22
hg0151_flag,numerical,2
hg0151_index_max_dd,numerical,564
hg0151_index_min_dd,numerical,605
hg0151_max_min_dd,numerical,329
hg0154_claim_cnt,numerical,41
hg0154_flag,numerical,2
hg0154_index_max_dd,numerical,592
hg0154_index_min_dd,numerical,616
hg0154_max_min_dd,numerical,359
hg0180_claim_cnt,numerical,8
hg0180_flag,numerical,2
hg0180_index_max_dd,numerical,521
hg0180_index_min_dd,numerical,535
hg0180_max_min_dd,numerical,175
hg0283_claim_cnt,numerical,51
hg0283_flag,numerical,2
hg0283_index_max_dd,numerical,552
hg0283_index_min_dd,numerical,589
hg0283_max_min_dd,numerical,264
hg0299_claim_cnt,numerical,22
hg0299_flag,numerical,2
hg0299_index_max_dd,numerical,247
hg0299_index_min_dd,numerical,338
hg0299_max_min_dd,numerical,191
hg0378_claim_cnt,numerical,10
hg0378_flag,numerical,2
hg0378_index_max_dd,numerical,654
hg0378_index_min_dd,numerical,685
hg0378_max_min_dd,numerical,256
hg0416_claim_cnt,numerical,7
hg0416_flag,numerical,2
hg0416_index_max_dd,numerical,523
hg0416_index_min_dd,numerical,535
hg0416_max_min_dd,numerical,57
hg0438_claim_cnt,numerical,5
hg0438_flag,numerical,2
hg0438_index_max_dd,numerical,658
hg0438_index_min_dd,numerical,662
hg0438_max_min_dd,numerical,77
hg0439_claim_cnt,numerical,6
hg0439_flag,numerical,2
hg0439_index_max_dd,numerical,692
hg0439_index_min_dd,numerical,725
hg0439_max_min_dd,numerical,314
hg0461_claim_cnt,numerical,6
hg0461_flag,numerical,2
hg0461_index_max_dd,numerical,360
hg0461_index_min_dd,numerical,365
hg0461_max_min_dd,numerical,44
hg0463_claim_cnt,numerical,55
hg0463_flag,numerical,2
hg0463_index_max_dd,numerical,673
hg0463_index_min_dd,numerical,732
hg0463_max_min_dd,numerical,726
hg8417_claim_cnt,numerical,19
hg8417_flag,numerical,2
hg8417_index_max_dd,numerical,597
hg8417_index_min_dd,numerical,642
hg8417_max_min_dd,numerical,394
hg8419_claim_cnt,numerical,21
hg8419_flag,numerical,2
hg8419_index_max_dd,numerical,454
hg8419_index_min_dd,numerical,530
hg8419_max_min_dd,numerical,337
hg8420_claim_cnt,numerical,24
hg8420_flag,numerical,2
hg8420_index_max_dd,numerical,678
hg8420_index_min_dd,numerical,698
hg8420_max_min_dd,numerical,543
hg8427_claim_cnt,numerical,42
hg8427_flag,numerical,2
hg8427_index_max_dd,numerical,731
hg8427_index_min_dd,numerical,731
hg8427_max_min_dd,numerical,720
hg8482_claim_cnt,numerical,19
hg8482_flag,numerical,2
hg8482_index_max_dd,numerical,594
hg8482_index_min_dd,numerical,659
hg8482_max_min_dd,numerical,425
hg8484_claim_cnt,numerical,20
hg8484_flag,numerical,2
hg8484_index_max_dd,numerical,502
hg8484_index_min_dd,numerical,598
hg8484_max_min_dd,numerical,409
hg8539_claim_cnt,numerical,24
hg8539_flag,numerical,2
hg8539_index_max_dd,numerical,518
hg8539_index_min_dd,numerical,565
hg8539_max_min_dd,numerical,237
hg8553_claim_cnt,numerical,19
hg8553_flag,numerical,2
hg8553_index_max_dd,numerical,704
hg8553_index_min_dd,numerical,660
hg8553_max_min_dd,numerical,480
hg8730_claim_cnt,numerical,47
hg8730_flag,numerical,2
hg8730_index_max_dd,numerical,605
hg8730_index_min_dd,numerical,632
hg8730_max_min_dd,numerical,350
hg8752_claim_cnt,numerical,18
hg8752_flag,numerical,2
hg8752_index_max_dd,numerical,475
hg8752_index_min_dd,numerical,531
hg8752_max_min_dd,numerical,298
hg8754_claim_cnt,numerical,20
hg8754_flag,numerical,2
hg8754_index_max_dd,numerical,487
hg8754_index_min_dd,numerical,551
hg8754_max_min_dd,numerical,321
hg8783_claim_cnt,numerical,17
hg8783_flag,numerical,2
hg8783_index_max_dd,numerical,512
hg8783_index_min_dd,numerical,568
hg8783_max_min_dd,numerical,298
hg8907_claim_cnt,numerical,13
hg8907_flag,numerical,2
hg8907_index_max_dd,numerical,714
hg8907_index_min_dd,numerical,728
hg8907_max_min_dd,numerical,415
hg8918_claim_cnt,numerical,13
hg8918_flag,numerical,2
hg8918_index_max_dd,numerical,703
hg8918_index_min_dd,numerical,722
hg8918_max_min_dd,numerical,353
hg8978_claim_cnt,numerical,20
hg8978_flag,numerical,2
hg8978_index_max_dd,numerical,664
hg8978_index_min_dd,numerical,689
hg8978_max_min_dd,numerical,327
hg8979_claim_cnt,numerical,20
hg8979_flag,numerical,2
hg8979_index_max_dd,numerical,655
hg8979_index_min_dd,numerical,690
hg8979_max_min_dd,numerical,339
hg8980_claim_cnt,numerical,6
hg8980_flag,numerical,2
hg8980_index_max_dd,numerical,527
hg8980_index_min_dd,numerical,549
hg8980_max_min_dd,numerical,102
hg9551_claim_cnt,numerical,8
hg9551_flag,numerical,2
hg9551_index_max_dd,numerical,262
hg9551_index_min_dd,numerical,319
hg9551_max_min_dd,numerical,192
hg9637_claim_cnt,numerical,10
hg9637_flag,numerical,2
hg9637_index_max_dd,numerical,264
hg9637_index_min_dd,numerical,321
hg9637_max_min_dd,numerical,187
hg9638_claim_cnt,numerical,8
hg9638_flag,numerical,2
hg9638_index_max_dd,numerical,226
hg9638_index_min_dd,numerical,259
hg9638_max_min_dd,numerical,104
hj0690_claim_cnt,numerical,11
hj0690_flag,numerical,2
hj0690_index_max_dd,numerical,640
hj0690_index_min_dd,numerical,655
hj0690_max_min_dd,numerical,196
hj0696_claim_cnt,numerical,24
hj0696_flag,numerical,2
hj0696_index_max_dd,numerical,663
hj0696_index_min_dd,numerical,689
hj0696_max_min_dd,numerical,261
hj0702_claim_cnt,numerical,14
hj0702_flag,numerical,2
hj0702_index_max_dd,numerical,482
hj0702_index_min_dd,numerical,496
hj0702_max_min_dd,numerical,212
hj0897_claim_cnt,numerical,25
hj0897_flag,numerical,2
hj0897_index_max_dd,numerical,339
hj0897_index_min_dd,numerical,543
hj0897_max_min_dd,numerical,396
hj1030_claim_cnt,numerical,16
hj1030_flag,numerical,2
hj1030_index_max_dd,numerical,620
hj1030_index_min_dd,numerical,642
hj1030_max_min_dd,numerical,316
hj1040_claim_cnt,numerical,14
hj1040_flag,numerical,2
hj1040_index_max_dd,numerical,594
hj1040_index_min_dd,numerical,617
hj1040_max_min_dd,numerical,270
hj1100_claim_cnt,numerical,30
hj1100_flag,numerical,2
hj1100_index_max_dd,numerical,672
hj1100_index_min_dd,numerical,694
hj1100_max_min_dd,numerical,377
hj1170_claim_cnt,numerical,10
hj1170_flag,numerical,2
hj1170_index_max_dd,numerical,575
hj1170_index_min_dd,numerical,595
hj1170_max_min_dd,numerical,187
hj1200_claim_cnt,numerical,21
hj1200_flag,numerical,2
hj1200_index_max_dd,numerical,375
hj1200_index_min_dd,numerical,420
hj1200_max_min_dd,numerical,132
hj1580_claim_cnt,numerical,12
hj1580_flag,numerical,2
hj1580_index_max_dd,numerical,628
hj1580_index_min_dd,numerical,641
hj1580_max_min_dd,numerical,165
hj1644_claim_cnt,numerical,39
hj1644_flag,numerical,2
hj1644_index_max_dd,numerical,551
hj1644_index_min_dd,numerical,578
hj1644_max_min_dd,numerical,204
hj1885_claim_cnt,numerical,17
hj1885_flag,numerical,2
hj1885_index_max_dd,numerical,642
hj1885_index_min_dd,numerical,659
hj1885_max_min_dd,numerical,256
hj2001_claim_cnt,numerical,12
hj2001_flag,numerical,2
hj2001_index_max_dd,numerical,580
hj2001_index_min_dd,numerical,615
hj2001_max_min_dd,numerical,200
hj2250_claim_cnt,numerical,13
hj2250_flag,numerical,2
hj2250_index_max_dd,numerical,716
hj2250_index_min_dd,numerical,729
hj2250_max_min_dd,numerical,433
hj2270_claim_cnt,numerical,12
hj2270_flag,numerical,2
hj2270_index_max_dd,numerical,579
hj2270_index_min_dd,numerical,605
hj2270_max_min_dd,numerical,178
hj2405_claim_cnt,numerical,23
hj2405_flag,numerical,2
hj2405_index_max_dd,numerical,705
hj2405_index_min_dd,numerical,716
hj2405_max_min_dd,numerical,421
hj2704_claim_cnt,numerical,9
hj2704_flag,numerical,2
hj2704_index_max_dd,numerical,491
hj2704_index_min_dd,numerical,516
hj2704_max_min_dd,numerical,161
hj2785_claim_cnt,numerical,6
hj2785_flag,numerical,2
hj2785_index_max_dd,numerical,665
hj2785_index_min_dd,numerical,675
hj2785_max_min_dd,numerical,91
hj3010_claim_cnt,numerical,12
hj3010_flag,numerical,2
hj3010_index_max_dd,numerical,726
hj3010_index_min_dd,numerical,729
hj3010_max_min_dd,numerical,483
hj3301_claim_cnt,numerical,15
hj3301_flag,numerical,2
hj3301_index_max_dd,numerical,670
hj3301_index_min_dd,numerical,688
hj3301_max_min_dd,numerical,419
hj3315_claim_cnt,numerical,20
hj3315_flag,numerical,2
hj3315_index_max_dd,numerical,398
hj3315_index_min_dd,numerical,500
hj3315_max_min_dd,numerical,282
hj3489_claim_cnt,numerical,19
hj3489_flag,numerical,2
hj3489_index_max_dd,numerical,129
hj3489_index_min_dd,numerical,211
hj3489_max_min_dd,numerical,128
hj3490_claim_cnt,numerical,18
hj3490_flag,numerical,2
hj3490_index_max_dd,numerical,575
hj3490_index_min_dd,numerical,612
hj3490_max_min_dd,numerical,232
hj7030_claim_cnt,numerical,17
hj7030_flag,numerical,2
hj7030_index_max_dd,numerical,629
hj7030_index_min_dd,numerical,660
hj7030_max_min_dd,numerical,272
hj7040_claim_cnt,numerical,18
hj7040_flag,numerical,2
hj7040_index_max_dd,numerical,458
hj7040_index_min_dd,numerical,483
hj7040_max_min_dd,numerical,138
hj7050_claim_cnt,numerical,33
hj7050_flag,numerical,2
hj7050_index_max_dd,numerical,474
hj7050_index_min_dd,numerical,518
hj7050_max_min_dd,numerical,211
hj7120_claim_cnt,numerical,9
hj7120_flag,numerical,2
hj7120_index_max_dd,numerical,599
hj7120_index_min_dd,numerical,624
hj7120_max_min_dd,numerical,205
hj9155_claim_cnt,numerical,29
hj9155_flag,numerical,2
hj9155_index_max_dd,numerical,540
hj9155_index_min_dd,numerical,582
hj9155_max_min_dd,numerical,304
hj9171_claim_cnt,numerical,27
hj9171_flag,numerical,2
hj9171_index_max_dd,numerical,180
hj9171_index_min_dd,numerical,263
hj9171_max_min_dd,numerical,110
hj9217_claim_cnt,numerical,28
hj9217_flag,numerical,2
hj9217_index_max_dd,numerical,719
hj9217_index_min_dd,numerical,732
hj9217_max_min_dd,numerical,712
hq2037_claim_cnt,numerical,6
hq2037_flag,numerical,2
hq2037_index_max_dd,numerical,676
hq2037_index_min_dd,numerical,672
hq2037_max_min_dd,numerical,144
hq2038_claim_cnt,numerical,5
hq2038_flag,numerical,2
hq2038_index_max_dd,numerical,665
hq2038_index_min_dd,numerical,658
hq2038_max_min_dd,numerical,121
hq2043_claim_cnt,numerical,6
hq2043_flag,numerical,2
hq2043_index_max_dd,numerical,43
hq2043_index_min_dd,numerical,54
hq2043_max_min_dd,numerical,16
hq5001_claim_cnt,numerical,31
hq5001_flag,numerical,2
hq5001_index_max_dd,numerical,502
hq5001_index_min_dd,numerical,587
hq5001_max_min_dd,numerical,307
hq9967_claim_cnt,numerical,13
hq9967_flag,numerical,2
hq9967_index_max_dd,numerical,728
hq9967_index_min_dd,numerical,731
hq9967_max_min_dd,numerical,695
s01_claim_cnt,numerical,16
s01_flag,numerical,2
s01_index_max_dd,numerical,460
s01_index_min_dd,numerical,486
s01_max_min_dd,numerical,156
s02_claim_cnt,numerical,50
s02_flag,numerical,2
s02_index_max_dd,numerical,731
s02_index_min_dd,numerical,732
s02_max_min_dd,numerical,710
s03_claim_cnt,numerical,79
s03_flag,numerical,2
s03_index_max_dd,numerical,732
s03_index_min_dd,numerical,732
s03_max_min_dd,numerical,711
s04_claim_cnt,numerical,9
s04_flag,numerical,2
s04_index_max_dd,numerical,548
s04_index_min_dd,numerical,552
s04_max_min_dd,numerical,120
s05_claim_cnt,numerical,196
s05_flag,numerical,2
s05_index_max_dd,numerical,732
s05_index_min_dd,numerical,732
s05_max_min_dd,numerical,732
s06_claim_cnt,numerical,15
s06_flag,numerical,2
s06_index_max_dd,numerical,724
s06_index_min_dd,numerical,732
s06_max_min_dd,numerical,489
s07_claim_cnt,numerical,75
s07_flag,numerical,2
s07_index_max_dd,numerical,642
s07_index_min_dd,numerical,686
s07_max_min_dd,numerical,595
s08_claim_cnt,numerical,70
s08_flag,numerical,2
s08_index_max_dd,numerical,653
s08_index_min_dd,numerical,698
s08_max_min_dd,numerical,598
s09_claim_cnt,numerical,26
s09_flag,numerical,2
s09_index_max_dd,numerical,524
s09_index_min_dd,numerical,555
s09_max_min_dd,numerical,232
s10_claim_cnt,numerical,16
s10_flag,numerical,2
s10_index_max_dd,numerical,516
s10_index_min_dd,numerical,537
s10_max_min_dd,numerical,148
s11_claim_cnt,numerical,42
s11_flag,numerical,2
s11_index_max_dd,numerical,732
s11_index_min_dd,numerical,732
s11_max_min_dd,numerical,712
s12_claim_cnt,numerical,66
s12_flag,numerical,2
s12_index_max_dd,numerical,732
s12_index_min_dd,numerical,730
s12_max_min_dd,numerical,719
s13_claim_cnt,numerical,54
s13_flag,numerical,2
s13_index_max_dd,numerical,732
s13_index_min_dd,numerical,732
s13_max_min_dd,numerical,732
s14_claim_cnt,numerical,98
s14_flag,numerical,2
s14_index_max_dd,numerical,732
s14_index_min_dd,numerical,732
s14_max_min_dd,numerical,732
s15_claim_cnt,numerical,137
s15_flag,numerical,2
s15_index_max_dd,numerical,642
s15_index_min_dd,numerical,682
s15_max_min_dd,numerical,669
s16_claim_cnt,numerical,318
s16_flag,numerical,2
s16_index_max_dd,numerical,732
s16_index_min_dd,numerical,732
s16_max_min_dd,numerical,732
s17_claim_cnt,numerical,92
s17_flag,numerical,2
s17_index_max_dd,numerical,732
s17_index_min_dd,numerical,732
s17_max_min_dd,numerical,728
s18_claim_cnt,numerical,162
s18_flag,numerical,2
s18_index_max_dd,numerical,676
s18_index_min_dd,numerical,699
s18_max_min_dd,numerical,627
s19_claim_cnt,numerical,88
s19_flag,numerical,2
s19_index_max_dd,numerical,732
s19_index_min_dd,numerical,732
s19_max_min_dd,numerical,691
s20_claim_cnt,numerical,137
s20_flag,numerical,2
s20_index_max_dd,numerical,586
s20_index_min_dd,numerical,653
s20_max_min_dd,numerical,553
s21_claim_cnt,numerical,54
s21_flag,numerical,2
s21_index_max_dd,numerical,368
s21_index_min_dd,numerical,501
s21_max_min_dd,numerical,408
s22_claim_cnt,numerical,18
s22_flag,numerical,2
s22_index_max_dd,numerical,443
s22_index_min_dd,numerical,494
s22_max_min_dd,numerical,194
s23_claim_cnt,numerical,110
s23_flag,numerical,2
s23_index_max_dd,numerical,687
s23_index_min_dd,numerical,732
s23_max_min_dd,numerical,732
s24_claim_cnt,numerical,73
s24_flag,numerical,2
s24_index_max_dd,numerical,710
s24_index_min_dd,numerical,724
s24_max_min_dd,numerical,511
s25_claim_cnt,numerical,111
s25_flag,numerical,2
s25_index_max_dd,numerical,682
s25_index_min_dd,numerical,707
s25_max_min_dd,numerical,499
s26_claim_cnt,numerical,320
s26_flag,numerical,2
s26_index_max_dd,numerical,732
s26_index_min_dd,numerical,732
s26_max_min_dd,numerical,732
s27_claim_cnt,numerical,111
s27_flag,numerical,2
s27_index_max_dd,numerical,585
s27_index_min_dd,numerical,629
s27_max_min_dd,numerical,471
s28_claim_cnt,numerical,97
s28_flag,numerical,2
s28_index_max_dd,numerical,706
s28_index_min_dd,numerical,728
s28_max_min_dd,numerical,667
s29_claim_cnt,numerical,99
s29_flag,numerical,2
s29_index_max_dd,numerical,645
s29_index_min_dd,numerical,728
s29_max_min_dd,numerical,720
s30_claim_cnt,numerical,160
s30_flag,numerical,2
s30_index_max_dd,numerical,700
s30_index_min_dd,numerical,729
s30_max_min_dd,numerical,712
s31_claim_cnt,numerical,38
s31_flag,numerical,2
s31_index_max_dd,numerical,630
s31_index_min_dd,numerical,663
s31_max_min_dd,numerical,405
s32_claim_cnt,numerical,94
s32_flag,numerical,2
s32_index_max_dd,numerical,725
s32_index_min_dd,numerical,731
s32_max_min_dd,numerical,711
s33_claim_cnt,numerical,16
s33_flag,numerical,2
s33_index_max_dd,numerical,731
s33_index_min_dd,numerical,732
s33_max_min_dd,numerical,632
s34_claim_cnt,numerical,19
s34_flag,numerical,2
s34_index_max_dd,numerical,678
s34_index_min_dd,numerical,714
s34_max_min_dd,numerical,499
s35_claim_cnt,numerical,9
s35_flag,numerical,2
s35_index_max_dd,numerical,421
s35_index_min_dd,numerical,454
s35_max_min_dd,numerical,137
s36_claim_cnt,numerical,206
s36_flag,numerical,2
s36_index_max_dd,numerical,732
s36_index_min_dd,numerical,732
s36_max_min_dd,numerical,732
s37_claim_cnt,numerical,55
s37_flag,numerical,2
s37_index_max_dd,numerical,553
s37_index_min_dd,numerical,562
s37_max_min_dd,numerical,317
s38_claim_cnt,numerical,92
s38_flag,numerical,2
s38_index_max_dd,numerical,732
s38_index_min_dd,numerical,732
s38_max_min_dd,numerical,732
s39_claim_cnt,numerical,53
s39_flag,numerical,2
s39_index_max_dd,numerical,732
s39_index_min_dd,numerical,732
s39_max_min_dd,numerical,695
s40_claim_cnt,numerical,27
s40_flag,numerical,2
s40_index_max_dd,numerical,687
s40_index_min_dd,numerical,684
s40_max_min_dd,numerical,314
